Store,DayOfWeek,Sales,Customers,Open,Promo,SchoolHoliday,year,month,day,StoreType,CompetitionDistance
5,1,6707,751,1,0,0,2015,2,9,0,1070
6,1,5610,518,1,0,0,2015,2,9,1,8250
7,1,3454,413,1,0,0,2015,2,9,0,1080
8,1,4484,401,1,0,0,2015,2,9,0,2460
9,1,8701,1336,1,0,0,2015,2,9,0,220
10,1,4906,481,1,0,0,2015,2,9,0,4740
11,1,9461,1392,1,0,1,2015,2,9,0,250
12,1,5581,626,1,0,0,2015,2,9,0,4260
13,1,5666,900,1,0,0,2015,2,9,0,340
14,1,2453,335,1,0,0,2015,2,9,0,350
15,1,6249,753,1,0,0,2015,2,9,0,4080
16,1,2563,373,1,0,0,2015,2,9,1,410
17,1,4419,402,1,0,0,2015,2,9,1,2380
18,1,4413,316,1,0,0,2015,2,9,1,7860
19,1,3642,350,1,0,0,2015,2,9,0,1980
20,1,3681,597,1,0,0,2015,2,9,0,690
1,7,0,0,0,0,0,2015,2,8,0,570
2,7,0,0,0,0,0,2015,2,8,0,8780
3,7,0,0,0,0,0,2015,2,8,0,290
4,7,0,0,0,0,0,2015,2,8,1,6880
5,7,0,0,0,0,0,2015,2,8,0,1070
6,7,0,0,0,0,0,2015,2,8,1,8250
7,7,0,0,0,0,0,2015,2,8,0,1080
8,7,0,0,0,0,0,2015,2,8,0,2460
9,7,0,0,0,0,0,2015,2,8,0,220
10,7,0,0,0,0,0,2015,2,8,0,4740
11,7,0,0,0,0,0,2015,2,8,0,250
12,7,0,0,0,0,0,2015,2,8,0,4260
13,7,0,0,0,0,0,2015,2,8,0,340
14,7,0,0,0,0,0,2015,2,8,0,350
15,7,0,0,0,0,0,2015,2,8,0,4080
16,7,0,0,0,0,0,2015,2,8,1,410
17,7,0,0,0,0,0,2015,2,8,1,2380
18,7,0,0,0,0,0,2015,2,8,1,7860
19,7,0,0,0,0,0,2015,2,8,0,1980
20,7,0,0,0,0,0,2015,2,8,0,690
1,6,2335,306,1,0,0,2015,2,7,0,570
2,6,2041,197,1,0,0,2015,2,7,0,8780
3,6,530,88,1,0,0,2015,2,7,0,290
4,6,3473,334,1,0,0,2015,2,7,1,6880
5,6,7305,785,1,0,0,2015,2,7,0,1070
6,6,6688,609,1,0,0,2015,2,7,1,8250
7,6,3114,389,1,0,0,2015,2,7,0,1080
8,6,5216,463,1,0,0,2015,2,7,0,2460
9,6,9087,1316,1,0,0,2015,2,7,0,220
10,6,3324,321,1,0,0,2015,2,7,0,4740
11,6,8558,1258,1,0,0,2015,2,7,0,250
12,6,4150,433,1,0,0,2015,2,7,0,4260
13,6,6334,887,1,0,0,2015,2,7,0,340
14,6,1001,120,1,0,0,2015,2,7,0,350
15,6,5271,615,1,0,0,2015,2,7,0,4080
16,6,3005,367,1,0,0,2015,2,7,1,410
17,6,5367,467,1,0,0,2015,2,7,1,2380
18,6,5195,348,1,0,0,2015,2,7,1,7860
19,6,1887,191,1,0,0,2015,2,7,0,1980
20,6,2436,407,1,0,0,2015,2,7,0,690
1,5,5260,550,1,1,1,2015,2,6,0,570
2,5,5386,556,1,1,0,2015,2,6,0,8780
3,5,3060,394,1,1,1,2015,2,6,0,290
4,5,4941,426,1,1,0,2015,2,6,1,6880
5,5,9008,946,1,1,0,2015,2,6,0,1070
6,5,8213,665,1,1,0,2015,2,6,1,8250
7,5,5410,539,1,1,0,2015,2,6,0,1080
8,5,5871,472,1,1,0,2015,2,6,0,2460
9,5,11071,1474,1,1,0,2015,2,6,0,220
10,5,6263,526,1,1,0,2015,2,6,0,4740
11,5,12217,1617,1,1,0,2015,2,6,0,250
12,5,8043,705,1,1,0,2015,2,6,0,4260
13,5,7785,928,1,1,0,2015,2,6,0,340
14,5,4288,440,1,1,1,2015,2,6,0,350
15,5,8557,967,1,1,0,2015,2,6,0,4080
16,5,4452,457,1,1,0,2015,2,6,1,410
17,5,6098,529,1,1,0,2015,2,6,1,2380
18,5,5160,365,1,1,0,2015,2,6,1,7860
19,5,4940,394,1,1,0,2015,2,6,0,1980
20,5,4215,583,1,1,1,2015,2,6,0,690
1,4,5275,603,1,1,1,2015,2,5,0,570
2,4,5797,631,1,1,0,2015,2,5,0,8780
3,4,2973,337,1,1,1,2015,2,5,0,290
4,4,4368,351,1,1,0,2015,2,5,1,6880
5,4,8111,822,1,1,0,2015,2,5,0,1070
6,4,7810,626,1,1,0,2015,2,5,1,8250
7,4,4592,491,1,1,0,2015,2,5,0,1080
8,4,5240,416,1,1,0,2015,2,5,0,2460
9,4,10185,1397,1,1,0,2015,2,5,0,220
10,4,6317,505,1,1,0,2015,2,5,0,4740
11,4,13642,1778,1,1,0,2015,2,5,0,250
12,4,8432,745,1,1,0,2015,2,5,0,4260
13,4,8029,1021,1,1,0,2015,2,5,0,340
14,4,3633,389,1,1,1,2015,2,5,0,350
15,4,7732,851,1,1,0,2015,2,5,0,4080
16,4,3342,357,1,1,0,2015,2,5,1,410
17,4,6123,500,1,1,0,2015,2,5,1,2380
18,4,4638,322,1,1,0,2015,2,5,1,7860
19,4,5246,405,1,1,0,2015,2,5,0,1980
20,4,4723,624,1,1,1,2015,2,5,0,690
1,3,6405,721,1,1,1,2015,2,4,0,570
2,3,6701,620,1,1,0,2015,2,4,0,8780
3,3,3600,358,1,1,1,2015,2,4,0,290
4,3,4446,354,1,1,0,2015,2,4,1,6880
5,3,9916,934,1,1,0,2015,2,4,0,1070
6,3,7380,560,1,1,0,2015,2,4,1,8250
7,3,5075,500,1,1,0,2015,2,4,0,1080
8,3,5507,435,1,1,0,2015,2,4,0,2460
9,3,11568,1523,1,1,0,2015,2,4,0,220
10,3,7082,573,1,1,0,2015,2,4,0,4740
11,3,13700,1711,1,1,0,2015,2,4,0,250
12,3,9507,760,1,1,0,2015,2,4,0,4260
13,3,8679,1028,1,1,0,2015,2,4,0,340
14,3,4038,410,1,1,1,2015,2,4,0,350
15,3,6638,801,1,1,0,2015,2,4,0,4080
16,3,3507,367,1,1,0,2015,2,4,1,410
17,3,5903,461,1,1,0,2015,2,4,1,2380
18,3,4784,324,1,1,0,2015,2,4,1,7860
19,3,4030,359,1,1,0,2015,2,4,0,1980
20,3,5122,678,1,1,1,2015,2,4,0,690
1,2,6837,684,1,1,1,2015,2,3,0,570
2,2,7407,721,1,1,0,2015,2,3,0,8780
3,2,4227,487,1,1,1,2015,2,3,0,290
4,2,4701,374,1,1,0,2015,2,3,1,6880
5,2,10446,992,1,1,0,2015,2,3,0,1070
6,2,7801,580,1,1,0,2015,2,3,1,8250
7,2,6513,615,1,1,0,2015,2,3,0,1080
8,2,6437,485,1,1,0,2015,2,3,0,2460
9,2,11707,1621,1,1,0,2015,2,3,0,220
10,2,6784,555,1,1,0,2015,2,3,0,4740
11,2,17320,2059,1,1,0,2015,2,3,0,250
12,2,9654,803,1,1,0,2015,2,3,0,4260
13,2,9829,1220,1,1,0,2015,2,3,0,340
14,2,4773,496,1,1,1,2015,2,3,0,350
15,2,7660,839,1,1,0,2015,2,3,0,4080
16,2,3508,402,1,1,0,2015,2,3,1,410
17,2,6788,523,1,1,0,2015,2,3,1,2380
18,2,4294,292,1,1,0,2015,2,3,1,7860
19,2,4908,394,1,1,0,2015,2,3,0,1980
20,2,5558,691,1,1,1,2015,2,3,0,690
1,1,8155,808,1,1,1,2015,2,2,0,570
2,1,8626,838,1,1,0,2015,2,2,0,8780
3,1,5737,574,1,1,1,2015,2,2,0,290
4,1,6622,539,1,1,0,2015,2,2,1,6880
5,1,12114,1066,1,1,0,2015,2,2,0,1070
6,1,9575,732,1,1,0,2015,2,2,1,8250
7,1,6628,622,1,1,0,2015,2,2,0,1080
8,1,6344,508,1,1,0,2015,2,2,0,2460
9,1,15081,1895,1,1,0,2015,2,2,0,220
10,1,8622,648,1,1,0,2015,2,2,0,4740
11,1,20527,2366,1,1,0,2015,2,2,0,250
12,1,12577,974,1,1,0,2015,2,2,0,4260
13,1,9625,1150,1,1,0,2015,2,2,0,340
14,1,5867,584,1,1,1,2015,2,2,0,350
15,1,9176,998,1,1,0,2015,2,2,0,4080
16,1,3867,434,1,1,0,2015,2,2,1,410
17,1,7387,570,1,1,0,2015,2,2,1,2380
18,1,5078,331,1,1,0,2015,2,2,1,7860
19,1,6568,479,1,1,0,2015,2,2,0,1980
20,1,6121,775,1,1,1,2015,2,2,0,690
1,7,0,0,0,0,0,2015,2,1,0,570
2,7,0,0,0,0,0,2015,2,1,0,8780
3,7,0,0,0,0,0,2015,2,1,0,290
4,7,0,0,0,0,0,2015,2,1,1,6880
5,7,0,0,0,0,0,2015,2,1,0,1070
6,7,0,0,0,0,0,2015,2,1,1,8250
7,7,0,0,0,0,0,2015,2,1,0,1080
8,7,0,0,0,0,0,2015,2,1,0,2460
9,7,0,0,0,0,0,2015,2,1,0,220
10,7,0,0,0,0,0,2015,2,1,0,4740
11,7,0,0,0,0,0,2015,2,1,0,250
12,7,0,0,0,0,0,2015,2,1,0,4260
13,7,0,0,0,0,0,2015,2,1,0,340
14,7,0,0,0,0,0,2015,2,1,0,350
15,7,0,0,0,0,0,2015,2,1,0,4080
16,7,0,0,0,0,0,2015,2,1,1,410
17,7,0,0,0,0,0,2015,2,1,1,2380
18,7,0,0,0,0,0,2015,2,1,1,7860
19,7,0,0,0,0,0,2015,2,1,0,1980
20,7,0,0,0,0,0,2015,2,1,0,690
1,6,3067,323,1,0,0,2015,1,31,0,570
2,6,2134,216,1,0,0,2015,1,31,0,8780
3,6,643,94,1,0,0,2015,1,31,0,290
4,6,3338,289,1,0,0,2015,1,31,1,6880
5,6,8075,793,1,0,0,2015,1,31,0,1070
6,6,7689,641,1,0,0,2015,1,31,1,8250
7,6,3371,369,1,0,0,2015,1,31,0,1080
8,6,5537,467,1,0,0,2015,1,31,0,2460
9,6,10275,1446,1,0,0,2015,1,31,0,220
10,6,3971,340,1,0,0,2015,1,31,0,4740
11,6,8675,1252,1,0,0,2015,1,31,0,250
12,6,3871,395,1,0,0,2015,1,31,0,4260
13,6,7089,949,1,0,0,2015,1,31,0,340
14,6,1139,124,1,0,0,2015,1,31,0,350
15,6,5081,600,1,0,0,2015,1,31,0,4080
16,6,3521,392,1,0,0,2015,1,31,1,410
17,6,5964,514,1,0,0,2015,1,31,1,2380
18,6,5506,391,1,0,0,2015,1,31,1,7860
19,6,2076,179,1,0,0,2015,1,31,0,1980
20,6,2942,412,1,0,0,2015,1,31,0,690
1,5,5919,624,1,1,0,2015,1,30,0,570
2,5,6079,587,1,1,0,2015,1,30,0,8780
3,5,3496,407,1,1,0,2015,1,30,0,290
4,5,5211,422,1,1,0,2015,1,30,1,6880
5,5,7681,732,1,1,0,2015,1,30,0,1070
6,5,7260,537,1,1,0,2015,1,30,1,8250
7,5,5352,534,1,1,0,2015,1,30,0,1080
8,5,6802,507,1,1,0,2015,1,30,0,2460
9,5,12706,1580,1,1,0,2015,1,30,0,220
10,5,6432,504,1,1,0,2015,1,30,0,4740
11,5,15745,1819,1,1,0,2015,1,30,0,250
12,5,8358,635,1,1,0,2015,1,30,0,4260
13,5,9019,1091,1,1,0,2015,1,30,0,340
14,5,4478,489,1,1,0,2015,1,30,0,350
15,5,9972,1051,1,1,0,2015,1,30,0,4080
16,5,4436,449,1,1,0,2015,1,30,1,410
17,5,7839,628,1,1,0,2015,1,30,1,2380
18,5,6368,434,1,1,0,2015,1,30,1,7860
19,5,5243,408,1,1,0,2015,1,30,0,1980
20,5,4680,603,1,1,0,2015,1,30,0,690
1,4,4775,539,1,1,0,2015,1,29,0,570
2,4,5882,596,1,1,0,2015,1,29,0,8780
3,4,3306,376,1,1,0,2015,1,29,0,290
4,4,3833,321,1,1,0,2015,1,29,1,6880
5,4,7640,720,1,1,0,2015,1,29,0,1070
6,4,7395,586,1,1,0,2015,1,29,1,8250
7,4,4733,489,1,1,0,2015,1,29,0,1080
8,4,5517,396,1,1,0,2015,1,29,0,2460
9,4,10785,1402,1,1,0,2015,1,29,0,220
10,4,5798,481,1,1,0,2015,1,29,0,4740
11,4,13494,1613,1,1,0,2015,1,29,0,250
12,4,8060,694,1,1,0,2015,1,29,0,4260
13,4,7927,1038,1,1,0,2015,1,29,0,340
14,4,3603,382,1,1,0,2015,1,29,0,350
15,4,7991,895,1,1,0,2015,1,29,0,4080
16,4,3974,399,1,1,0,2015,1,29,1,410
17,4,6335,490,1,1,0,2015,1,29,1,2380
18,4,4636,323,1,1,0,2015,1,29,1,7860
19,4,5082,395,1,1,0,2015,1,29,0,1980
20,4,4692,609,1,1,0,2015,1,29,0,690
1,3,6032,720,1,1,0,2015,1,28,0,570
2,3,6448,664,1,1,0,2015,1,28,0,8780
3,3,2960,341,1,1,0,2015,1,28,0,290
4,3,3931,295,1,1,0,2015,1,28,1,6880
5,3,8386,784,1,1,0,2015,1,28,0,1070
6,3,7822,576,1,1,0,2015,1,28,1,8250
7,3,4686,475,1,1,0,2015,1,28,0,1080
8,3,5463,444,1,1,0,2015,1,28,0,2460
9,3,10344,1315,1,1,0,2015,1,28,0,220
10,3,6528,535,1,1,0,2015,1,28,0,4740
11,3,14312,1761,1,1,0,2015,1,28,0,250
12,3,9080,772,1,1,0,2015,1,28,0,4260
13,3,8128,1001,1,1,0,2015,1,28,0,340
14,3,4356,426,1,1,0,2015,1,28,0,350
15,3,7799,881,1,1,0,2015,1,28,0,4080
16,3,3757,360,1,1,0,2015,1,28,1,410
17,3,6193,477,1,1,0,2015,1,28,1,2380
18,3,4663,298,1,1,0,2015,1,28,1,7860
19,3,4431,346,1,1,0,2015,1,28,0,1980
20,3,4576,607,1,1,0,2015,1,28,0,690
1,2,5258,575,1,1,0,2015,1,27,0,570
2,2,7035,660,1,1,0,2015,1,27,0,8780
3,2,3554,424,1,1,0,2015,1,27,0,290
4,2,4087,345,1,1,0,2015,1,27,1,6880
5,2,9814,923,1,1,0,2015,1,27,0,1070
6,2,7347,592,1,1,0,2015,1,27,1,8250
7,2,5358,544,1,1,0,2015,1,27,0,1080
8,2,5999,472,1,1,0,2015,1,27,0,2460
9,2,11048,1492,1,1,0,2015,1,27,0,220
10,2,7319,549,1,1,0,2015,1,27,0,4740
11,2,14841,1768,1,1,0,2015,1,27,0,250
12,2,9811,800,1,1,0,2015,1,27,0,4260
13,2,9161,1062,1,1,0,2015,1,27,0,340
14,2,4516,469,1,1,0,2015,1,27,0,350
15,2,7042,828,1,1,0,2015,1,27,0,4080
16,2,3674,410,1,1,0,2015,1,27,1,410
17,2,6225,481,1,1,0,2015,1,27,1,2380
18,2,5113,345,1,1,0,2015,1,27,1,7860
19,2,5182,416,1,1,0,2015,1,27,0,1980
20,2,5629,731,1,1,0,2015,1,27,0,690
1,1,5931,638,1,1,0,2015,1,26,0,570
2,1,8218,777,1,1,0,2015,1,26,0,8780
3,1,5128,501,1,1,0,2015,1,26,0,290
4,1,5356,400,1,1,0,2015,1,26,1,6880
5,1,10227,872,1,1,0,2015,1,26,0,1070
6,1,8378,644,1,1,0,2015,1,26,1,8250
7,1,7323,659,1,1,0,2015,1,26,0,1080
8,1,6753,485,1,1,0,2015,1,26,0,2460
9,1,11394,1445,1,1,0,2015,1,26,0,220
10,1,7301,583,1,1,0,2015,1,26,0,4740
11,1,19547,2094,1,1,0,2015,1,26,0,250
12,1,11307,856,1,1,0,2015,1,26,0,4260
13,1,8960,1072,1,1,0,2015,1,26,0,340
14,1,5959,545,1,1,0,2015,1,26,0,350
15,1,7644,807,1,1,0,2015,1,26,0,4080
16,1,3394,388,1,1,0,2015,1,26,1,410
17,1,7731,577,1,1,0,2015,1,26,1,2380
18,1,5651,372,1,1,0,2015,1,26,1,7860
19,1,5611,426,1,1,0,2015,1,26,0,1980
20,1,6090,735,1,1,0,2015,1,26,0,690
1,7,0,0,0,0,0,2015,1,25,0,570
2,7,0,0,0,0,0,2015,1,25,0,8780
3,7,0,0,0,0,0,2015,1,25,0,290
4,7,0,0,0,0,0,2015,1,25,1,6880
5,7,0,0,0,0,0,2015,1,25,0,1070
6,7,0,0,0,0,0,2015,1,25,1,8250
7,7,0,0,0,0,0,2015,1,25,0,1080
8,7,0,0,0,0,0,2015,1,25,0,2460
9,7,0,0,0,0,0,2015,1,25,0,220
10,7,0,0,0,0,0,2015,1,25,0,4740
11,7,0,0,0,0,0,2015,1,25,0,250
12,7,0,0,0,0,0,2015,1,25,0,4260
13,7,0,0,0,0,0,2015,1,25,0,340
14,7,0,0,0,0,0,2015,1,25,0,350
15,7,0,0,0,0,0,2015,1,25,0,4080
16,7,0,0,0,0,0,2015,1,25,1,410
17,7,0,0,0,0,0,2015,1,25,1,2380
18,7,0,0,0,0,0,2015,1,25,1,7860
19,7,0,0,0,0,0,2015,1,25,0,1980
20,7,0,0,0,0,0,2015,1,25,0,690
1,6,2575,326,1,0,0,2015,1,24,0,570
2,6,2053,193,1,0,0,2015,1,24,0,8780
3,6,632,82,1,0,0,2015,1,24,0,290
4,6,2601,256,1,0,0,2015,1,24,1,6880
5,6,5940,611,1,0,0,2015,1,24,0,1070
6,6,5508,491,1,0,0,2015,1,24,1,8250
7,6,2375,295,1,0,0,2015,1,24,0,1080
8,6,4649,386,1,0,0,2015,1,24,0,2460
9,6,7824,1129,1,0,0,2015,1,24,0,220
10,6,3674,324,1,0,0,2015,1,24,0,4740
11,6,8791,1241,1,0,0,2015,1,24,0,250
12,6,4013,408,1,0,0,2015,1,24,0,4260
13,6,6172,830,1,0,0,2015,1,24,0,340
14,6,996,118,1,0,0,2015,1,24,0,350
15,6,3262,391,1,0,0,2015,1,24,0,4080
16,6,2600,352,1,0,0,2015,1,24,1,410
17,6,3206,330,1,0,0,2015,1,24,1,2380
18,6,3512,241,1,0,0,2015,1,24,1,7860
19,6,1680,194,1,0,0,2015,1,24,0,1980
20,6,2771,415,1,0,0,2015,1,24,0,690
1,5,3206,418,1,0,0,2015,1,23,0,570
2,5,3709,443,1,0,0,2015,1,23,0,8780
3,5,1954,290,1,0,0,2015,1,23,0,290
4,5,2886,308,1,0,0,2015,1,23,1,6880
5,5,6580,721,1,0,0,2015,1,23,0,1070
6,5,6235,597,1,0,0,2015,1,23,1,8250
7,5,3366,440,1,0,0,2015,1,23,0,1080
8,5,4796,394,1,0,0,2015,1,23,0,2460
9,5,8073,1181,1,0,0,2015,1,23,0,220
10,5,4890,459,1,0,0,2015,1,23,0,4740
11,5,9072,1288,1,0,0,2015,1,23,0,250
12,5,5663,578,1,0,0,2015,1,23,0,4260
13,5,5723,764,1,0,0,2015,1,23,0,340
14,5,3029,360,1,0,0,2015,1,23,0,350
15,5,6432,820,1,0,0,2015,1,23,0,4080
16,5,2439,301,1,0,0,2015,1,23,1,410
17,5,4660,428,1,0,0,2015,1,23,1,2380
18,5,4243,346,1,0,0,2015,1,23,1,7860
19,5,3180,313,1,0,0,2015,1,23,0,1980
20,5,3869,579,1,0,0,2015,1,23,0,690
1,4,3728,484,1,0,0,2015,1,22,0,570
2,4,4107,458,1,0,0,2015,1,22,0,8780
3,4,1750,238,1,0,0,2015,1,22,0,290
4,4,2779,265,1,0,0,2015,1,22,1,6880
5,4,6006,675,1,0,0,2015,1,22,0,1070
6,4,5726,523,1,0,0,2015,1,22,1,8250
7,4,3345,415,1,0,0,2015,1,22,0,1080
8,4,3514,356,1,0,0,2015,1,22,0,2460
9,4,7959,1258,1,0,0,2015,1,22,0,220
10,4,3992,406,1,0,0,2015,1,22,0,4740
11,4,9348,1307,1,0,0,2015,1,22,0,250
12,4,5092,560,1,0,0,2015,1,22,0,4260
13,4,5514,888,1,0,0,2015,1,22,0,340
14,4,2759,346,1,0,0,2015,1,22,0,350
15,4,5244,709,1,0,0,2015,1,22,0,4080
16,4,3059,360,1,0,0,2015,1,22,1,410
17,4,4202,410,1,0,0,2015,1,22,1,2380
18,4,3615,287,1,0,0,2015,1,22,1,7860
19,4,2880,292,1,0,0,2015,1,22,0,1980
20,4,3543,540,1,0,0,2015,1,22,0,690
1,3,4524,606,1,0,0,2015,1,21,0,570
2,3,3541,494,1,0,0,2015,1,21,0,8780
3,3,1908,267,1,0,0,2015,1,21,0,290
4,3,2426,239,1,0,0,2015,1,21,1,6880
5,3,6702,755,1,0,0,2015,1,21,0,1070
6,3,4665,457,1,0,0,2015,1,21,1,8250
7,3,3053,390,1,0,0,2015,1,21,0,1080
8,3,4191,367,1,0,0,2015,1,21,0,2460
9,3,7994,1218,1,0,0,2015,1,21,0,220
10,3,4528,414,1,0,0,2015,1,21,0,4740
11,3,11029,1434,1,0,0,2015,1,21,0,250
12,3,5601,565,1,0,0,2015,1,21,0,4260
13,3,5772,928,1,0,0,2015,1,21,0,340
14,3,2815,331,1,0,0,2015,1,21,0,350
15,3,4928,649,1,0,0,2015,1,21,0,4080
16,3,2575,312,1,0,0,2015,1,21,1,410
17,3,3729,346,1,0,0,2015,1,21,1,2380
18,3,3257,243,1,0,0,2015,1,21,1,7860
19,3,2584,298,1,0,0,2015,1,21,0,1980
20,3,3854,578,1,0,0,2015,1,21,0,690
1,2,3955,491,1,0,0,2015,1,20,0,570
2,2,4328,507,1,0,0,2015,1,20,0,8780
3,2,1812,280,1,0,0,2015,1,20,0,290
4,2,2334,234,1,0,0,2015,1,20,1,6880
5,2,6637,791,1,0,0,2015,1,20,0,1070
6,2,4998,453,1,0,0,2015,1,20,1,8250
7,2,3180,390,1,0,0,2015,1,20,0,1080
8,2,3978,373,1,0,0,2015,1,20,0,2460
9,2,7536,1240,1,0,0,2015,1,20,0,220
10,2,4238,419,1,0,0,2015,1,20,0,4740
11,2,10038,1456,1,0,0,2015,1,20,0,250
12,2,5116,560,1,0,0,2015,1,20,0,4260
13,2,5469,833,1,0,0,2015,1,20,0,340
14,2,2476,324,1,0,0,2015,1,20,0,350
15,2,5409,730,1,0,0,2015,1,20,0,4080
16,2,2980,346,1,0,0,2015,1,20,1,410
17,2,3549,346,1,0,0,2015,1,20,1,2380
18,2,4062,278,1,0,0,2015,1,20,1,7860
19,2,2723,298,1,0,0,2015,1,20,0,1980
20,2,3820,590,1,0,0,2015,1,20,0,690
1,1,4082,528,1,0,0,2015,1,19,0,570
2,1,4283,514,1,0,0,2015,1,19,0,8780
3,1,1959,280,1,0,0,2015,1,19,0,290
4,1,2502,274,1,0,0,2015,1,19,1,6880
5,1,7128,790,1,0,0,2015,1,19,0,1070
6,1,5851,550,1,0,0,2015,1,19,1,8250
7,1,3387,409,1,0,0,2015,1,19,0,1080
8,1,4287,389,1,0,0,2015,1,19,0,2460
9,1,9273,1423,1,0,0,2015,1,19,0,220
10,1,5079,476,1,0,0,2015,1,19,0,4740
11,1,10737,1563,1,0,0,2015,1,19,0,250
12,1,5144,580,1,0,0,2015,1,19,0,4260
13,1,6185,986,1,0,0,2015,1,19,0,340
14,1,2872,395,1,0,0,2015,1,19,0,350
15,1,6102,815,1,0,0,2015,1,19,0,4080
16,1,2694,351,1,0,0,2015,1,19,1,410
17,1,4231,403,1,0,0,2015,1,19,1,2380
18,1,3113,267,1,0,0,2015,1,19,1,7860
19,1,3409,335,1,0,0,2015,1,19,0,1980
20,1,3745,558,1,0,0,2015,1,19,0,690
1,7,0,0,0,0,0,2015,1,18,0,570
2,7,0,0,0,0,0,2015,1,18,0,8780
3,7,0,0,0,0,0,2015,1,18,0,290
4,7,0,0,0,0,0,2015,1,18,1,6880
5,7,0,0,0,0,0,2015,1,18,0,1070
6,7,0,0,0,0,0,2015,1,18,1,8250
7,7,0,0,0,0,0,2015,1,18,0,1080
8,7,0,0,0,0,0,2015,1,18,0,2460
9,7,0,0,0,0,0,2015,1,18,0,220
10,7,0,0,0,0,0,2015,1,18,0,4740
11,7,0,0,0,0,0,2015,1,18,0,250
12,7,0,0,0,0,0,2015,1,18,0,4260
13,7,0,0,0,0,0,2015,1,18,0,340
14,7,0,0,0,0,0,2015,1,18,0,350
15,7,0,0,0,0,0,2015,1,18,0,4080
16,7,0,0,0,0,0,2015,1,18,1,410
17,7,0,0,0,0,0,2015,1,18,1,2380
18,7,0,0,0,0,0,2015,1,18,1,7860
19,7,0,0,0,0,0,2015,1,18,0,1980
20,7,0,0,0,0,0,2015,1,18,0,690
1,6,2883,340,1,0,0,2015,1,17,0,570
2,6,1839,193,1,0,0,2015,1,17,0,8780
3,6,888,109,1,0,0,2015,1,17,0,290
4,6,3194,310,1,0,0,2015,1,17,1,6880
5,6,8817,932,1,0,0,2015,1,17,0,1070
6,6,6848,638,1,0,0,2015,1,17,1,8250
7,6,3160,378,1,0,0,2015,1,17,0,1080
8,6,5021,433,1,0,0,2015,1,17,0,2460
9,6,9682,1318,1,0,0,2015,1,17,0,220
10,6,4068,370,1,0,0,2015,1,17,0,4740
11,6,8688,1290,1,0,0,2015,1,17,0,250
12,6,4218,415,1,0,0,2015,1,17,0,4260
13,6,6005,827,1,0,0,2015,1,17,0,340
14,6,1126,137,1,0,0,2015,1,17,0,350
15,6,4829,566,1,0,0,2015,1,17,0,4080
16,6,3242,408,1,0,0,2015,1,17,1,410
17,6,5112,459,1,0,0,2015,1,17,1,2380
18,6,4920,353,1,0,0,2015,1,17,1,7860
19,6,2061,212,1,0,0,2015,1,17,0,1980
20,6,2857,430,1,0,0,2015,1,17,0,690
1,5,5456,573,1,1,0,2015,1,16,0,570
2,5,5674,567,1,1,0,2015,1,16,0,8780
3,5,3060,394,1,1,0,2015,1,16,0,290
4,5,4362,357,1,1,0,2015,1,16,1,6880
5,5,10198,998,1,1,0,2015,1,16,0,1070
6,5,8810,709,1,1,0,2015,1,16,1,8250
7,5,5076,535,1,1,0,2015,1,16,0,1080
8,5,6120,477,1,1,0,2015,1,16,0,2460
9,5,11483,1535,1,1,0,2015,1,16,0,220
10,5,6887,579,1,1,0,2015,1,16,0,4740
11,5,15176,1760,1,1,0,2015,1,16,0,250
12,5,8152,731,1,1,0,2015,1,16,0,4260
13,5,9170,1112,1,1,0,2015,1,16,0,340
14,5,4099,443,1,1,0,2015,1,16,0,350
15,5,8594,1011,1,1,0,2015,1,16,0,4080
16,5,3841,421,1,1,0,2015,1,16,1,410
17,5,6665,561,1,1,0,2015,1,16,1,2380
18,5,5117,377,1,1,0,2015,1,16,1,7860
19,5,4979,432,1,1,0,2015,1,16,0,1980
20,5,4493,614,1,1,0,2015,1,16,0,690
1,4,5810,632,1,1,0,2015,1,15,0,570
2,4,7190,645,1,1,0,2015,1,15,0,8780
3,4,3398,383,1,1,0,2015,1,15,0,290
4,4,4026,337,1,1,0,2015,1,15,1,6880
5,4,7912,810,1,1,0,2015,1,15,0,1070
6,4,7602,603,1,1,0,2015,1,15,1,8250
7,4,4294,485,1,1,0,2015,1,15,0,1080
8,4,5555,443,1,1,0,2015,1,15,0,2460
9,4,10069,1442,1,1,0,2015,1,15,0,220
10,4,6143,521,1,1,0,2015,1,15,0,4740
11,4,14081,1736,1,1,0,2015,1,15,0,250
12,4,8239,749,1,1,0,2015,1,15,0,4260
13,4,8993,1130,1,1,0,2015,1,15,0,340
14,4,4230,464,1,1,0,2015,1,15,0,350
15,4,7664,855,1,1,0,2015,1,15,0,4080
16,4,3676,413,1,1,0,2015,1,15,1,410
17,4,5115,442,1,1,0,2015,1,15,1,2380
18,4,4553,292,1,1,0,2015,1,15,1,7860
19,4,4873,384,1,1,0,2015,1,15,0,1980
20,4,4820,644,1,1,0,2015,1,15,0,690
1,3,6366,700,1,1,0,2015,1,14,0,570
2,3,6782,668,1,1,0,2015,1,14,0,8780
3,3,3128,335,1,1,0,2015,1,14,0,290
4,3,4059,323,1,1,0,2015,1,14,1,6880
5,3,8505,844,1,1,0,2015,1,14,0,1070
6,3,8152,596,1,1,0,2015,1,14,1,8250
7,3,4318,468,1,1,0,2015,1,14,0,1080
8,3,6198,428,1,1,0,2015,1,14,0,2460
9,3,10115,1433,1,1,0,2015,1,14,0,220
